45536,-0.17,-0.39,0.18253367
45537,-0.17,-0.392,0.1842371
45538,-0.17,-0.394,0.18741471
45539,-0.17,-0.396,0.18873134
45540,-0.17,-0.398,0.18919627
45541,-0.17,-0.4,0.19043478
45542,-0.17,-0.402,0.19609324
45543,-0.17,-0.404,0.19712939
45544,-0.17,-0.406,0.19884435
45545,-0.17,-0.408,0.20295182
45546,-0.17,-0.41,0.20565681
45547,-0.17,-0.412,0.20773295
45548,-0.17,-0.414,0.21197361
45549,-0.17,-0.416,0.21283045
45550,-0.17,-0.418,0.21526136
45551,-0.17,-0.42,0.21790872
45552,-0.17,-0.422,0.22130025
45553,-0.17,-0.424,0.22437155
45554,-0.17,-0.426,0.22655527
45555,-0.17,-0.428,0.23047188
45556,-0.17,-0.43,0.23392999
45557,-0.17,-0.432,0.23336645
45558,-0.17,-0.434,0.23709606
45559,-0.17,-0.436,0.23944884
45560,-0.17,-0.438,0.24222941
45561,-0.17,-0.44,0.24601282
45562,-0.17,-0.442,0.2479327
45563,-0.17,-0.444,0.25186344
45564,-0.17,-0.446,0.25232068
45565,-0.17,-0.448,0.25769993
45566,-0.17,-0.45,0.26043054
45567,-0.17,-0.452,0.26266678
45568,-0.17,-0.454,0.2648505
45569,-0.17,-0.456,0.26814849
45570,-0.17,-0.458,0.27193574
45571,-0.17,-0.46,0.27587929
45572,-0.17,-0.462,0.2780169
45573,-0.17,-0.464,0.28114455
45574,-0.17,-0.466,0.28877671
45575,-0.17,-0.468,0.28952212
45576,-0.17,-0.47,0.29227834
45577,-0.17,-0.472,0.29228218
45578,-0.17,-0.474,0.29750138
45579,-0.17,-0.476,0.30161138
45580,-0.17,-0.478,0.30506181
45581,-0.17,-0.48,0.3053423
45582,-0.17,-0.482,0.30872483
45583,-0.17,-0.484,0.3059622
45584,-0.17,-0.486,0.31218035
45585,-0.17,-0.488,0.31234686
45586,-0.17,-0.49,0.31513
45587,-0.17,-0.492,0.31838188
45588,-0.17,-0.494,0.32259307
45589,-0.17,-0.496,0.32269681
45590,-0.17,-0.498,0.3319133
45591,-0.17,-0.5,0.33720292
45592,-0.168,0.5,-0.25234463
45593,-0.168,0.498,-0.25041066
45594,-0.168,0.496,-0.24866625
45595,-0.168,0.494,-0.24488156
45596,-0.168,0.492,-0.24320502
45597,-0.168,0.49,-0.24142987
45598,-0.168,0.488,-0.24035019
45599,-0.168,0.486,-0.23864804
45600,-0.168,0.484,-0.23708037
45601,-0.168,0.482,-0.23564975
45602,-0.168,0.48,-0.23317529
45603,-0.168,0.478,-0.23160506
45604,-0.168,0.476,-0.22963269
45605,-0.168,0.474,-0.22648455
45606,-0.168,0.472,-0.22385896
45607,-0.168,0.47,-0.2210246
45608,-0.168,0.468,-0.22108736
45609,-0.168,0.466,-0.21934422
45610,-0.168,0.464,-0.21764335
45611,-0.168,0.462,-0.21453363
45612,-0.168,0.46,-0.21303512
45613,-0.168,0.458,-0.20874839
45614,-0.168,0.456,-0.20627266
45615,-0.168,0.454,-0.20506361
45616,-0.168,0.452,-0.20322826
45617,-0.168,0.45,-0.20075892
45618,-0.168,0.448,-0.19772091
45619,-0.168,0.446,-0.19604693
45620,-0.168,0.444,-0.19332913
45621,-0.168,0.442,-0.19123122
45622,-0.168,0.44,-0.18965203
45623,-0.168,0.438,-0.1887414
45624,-0.168,0.436,-0.18691887
45625,-0.168,0.434,-0.18404097
45626,-0.168,0.432,-0.18097223
45627,-0.168,0.43,-0.17991175
45628,-0.168,0.428,-0.17766143
45629,-0.168,0.426,-0.17536883
