1.350000e-01	1.400000e-01	1.450000e-01	1.500000e-01	1.550000e-01	1.600000e-01	1.650000e-01	1.700000e-01	1.750000e-01	1.800000e-01	1.850000e-01	1.900000e-01	1.950000e-01	2.000000e-01	2.050000e-01	2.100000e-01	2.150000e-01	2.200000e-01	2.250000e-01	2.300000e-01	2.350000e-01	2.400000e-01	2.450000e-01	2.500000e-01	2.550000e-01	2.600000e-01	2.650000e-01	2.700000e-01	2.750000e-01	2.800000e-01	2.850000e-01	2.900000e-01	2.950000e-01	3.000000e-01	3.050000e-01	3.100000e-01	3.150000e-01	3.200000e-01	3.250000e-01	3.300000e-01	3.350000e-01	3.400000e-01	3.450000e-01	3.500000e-01	3.550000e-01	3.600000e-01	3.650000e-01	3.700000e-01	3.750000e-01	3.800000e-01	3.850000e-01	3.900000e-01	3.950000e-01	4.000000e-01	4.050000e-01	4.100000e-01	4.150000e-01	4.200000e-01	4.250000e-01	4.300000e-01	4.350000e-01	4.400000e-01	4.450000e-01	4.500000e-01	4.550000e-01	4.600000e-01	4.650000e-01	4.700000e-01	4.750000e-01	4.800000e-01	4.850000e-01	4.900000e-01	4.950000e-01	5.000000e-01
-2.000000	-8.551785e+00	-8.573316e+00	-8.611074e+00	-8.626003e+00	-8.611004e+00	-8.575474e+00	-8.529202e+00	-8.510238e+00	-8.510207e+00	-8.509864e+00	-8.509885e+00	-8.510369e+00	-8.522834e+00	-8.561522e+00	-8.564882e+00	-8.647586e+00	-8.675481e+00	-8.685217e+00	-8.660709e+00	-8.613880e+00	-8.560311e+00	-8.522749e+00	-8.508916e+00	-8.508892e+00	-8.509037e+00	-8.523151e+00	-8.556303e+00	-8.621415e+00	-8.666279e+00	-8.690190e+00	-8.736753e+00	-8.742380e+00	-8.691080e+00	-8.644538e+00	-8.585657e+00	-8.546172e+00	-8.528451e+00	-8.533541e+00	-8.544280e+00	-8.578331e+00	-8.630705e+00	-8.661483e+00	-8.721325e+00	-8.753022e+00	-8.790233e+00	-8.796109e+00	-8.759403e+00	-8.701845e+00	-8.635302e+00	-8.587500e+00	-8.559216e+00	-8.560461e+00	-8.579827e+00	-8.600210e+00	-8.640644e+00	-8.693321e+00	-8.741190e+00	-8.778311e+00	-8.793288e+00	-8.785223e+00	-8.733180e+00	-8.656856e+00	-8.578489e+00	-8.521115e+00	-8.509545e+00	-8.510315e+00	-8.511151e+00	-8.512165e+00	-8.513216e+00	-8.514268e+00	-8.515090e+00	-8.515565e+00	-8.515619e+00	-8.515327e+00
-1.992995	-8.551978e+00	-8.573379e+00	-8.610256e+00	-8.626116e+00	-8.610986e+00	-8.575758e+00	-8.528721e+00	-8.510205e+00	-8.510177e+00	-8.509843e+00	-8.509861e+00	-8.510359e+00	-8.522187e+00	-8.561719e+00	-8.565131e+00	-8.646979e+00	-8.676978e+00	-8.684984e+00	-8.660810e+00	-8.613228e+00	-8.559903e+00	-8.522404e+00	-8.508895e+00	-8.508874e+00	-8.509009e+00	-8.523284e+00	-8.555566e+00	-8.621909e+00	-8.666894e+00	-8.691275e+00	-8.737564e+00	-8.742702e+00	-8.691252e+00	-8.643950e+00	-8.585094e+00	-8.546033e+00	-8.528390e+00	-8.532518e+00	-8.544378e+00	-8.577291e+00	-8.631278e+00	-8.661948e+00	-8.720868e+00	-8.752844e+00	-8.790555e+00	-8.796582e+00	-8.759429e+00	-8.701453e+00	-8.634250e+00	-8.586888e+00	-8.559414e+00	-8.560823e+00	-8.579680e+00	-8.601106e+00	-8.639877e+00	-8.694496e+00	-8.740844e+00	-8.777787e+00	-8.792387e+00	-8.785560e+00	-8.732429e+00	-8.656101e+00	-8.578309e+00	-8.521885e+00	-8.509525e+00	-8.510293e+00	-8.511132e+00	-8.512144e+00	-8.513196e+00	-8.514253e+00	-8.515078e+00	-8.515553e+00	-8.515601e+00	-8.515309e+00
-1.985989	-8.552412e+00	-8.573653e+00	-8.609803e+00	-8.626280e+00	-8.610838e+00	-8.575452e+00	-8.528194e+00	-8.510187e+00	-8.510160e+00	-8.509815e+00	-8.509840e+00	-8.510337e+00	-8.521204e+00	-8.562620e+00	-8.564668e+00	-8.646581e+00	-8.677110e+00	-8.685130e+00	-8.660308e+00	-8.612910e+00	-8.559686e+00	-8.522433e+00	-8.508865e+00	-8.508848e+00	-8.508993e+00	-8.523641e+00	-8.555414e+00	-8.621512e+00	-8.666526e+00	-8.691192e+00	-8.737466e+00	-8.742986e+00	-8.691284e+00	-8.643889e+00	-8.584532e+00	-8.546285e+00	-8.528380e+00	-8.532500e+00	-8.544678e+00	-8.575998e+00	-8.631102e+00	-8.662024e+00	-8.721079e+00	-8.753060e+00	-8.790168e+00	-8.796697e+00	-8.758636e+00	-8.702843e+00	-8.633033e+00	-8.586611e+00	-8.559432e+00	-8.560832e+00	-8.579680e+00	-8.602227e+00	-8.640464e+00	-8.693695e+00	-8.741728e+00	-8.777499e+00	-8.792453e+00	-8.785066e+00	-8.731768e+00	-8.655179e+00	-8.577477e+00	-8.522949e+00	-8.509500e+00	-8.510271e+00	-8.511112e+00	-8.512130e+00	-8.513180e+00	-8.514241e+00	-8.515060e+00	-8.515535e+00	-8.515590e+00	-8.515297e+00
-1.978984	-8.551992e+00	-8.573469e+00	-8.610351e+00	-8.625941e+00	-8.610506e+00	-8.574708e+00	-8.528845e+00	-8.510163e+00	-8.510136e+00	-8.509784e+00	-8.509817e+00	-8.510317e+00	-8.520565e+00	-8.562358e+00	-8.563604e+00	-8.647160e+00	-8.676313e+00	-8.685488e+00	-8.659701e+00	-8.612765e+00	-8.560202e+00	-8.522692e+00	-8.508843e+00	-8.508828e+00	-8.508975e+00	-8.523611e+00	-8.556102e+00	-8.620417e+00	-8.665928e+00	-8.690199e+00	-8.736375e+00	-8.742364e+00	-8.691472e+00	-8.643937e+00	-8.584369e+00	-8.546581e+00	-8.528292e+00	-8.532419e+00	-8.544618e+00	-8.575854e+00	-8.629750e+00	-8.661675e+00	-8.721049e+00	-8.753487e+00	-8.789894e+00	-8.796672e+00	-8.758050e+00	-8.703101e+00	-8.633502e+00	-8.586214e+00	-8.559360e+00	-8.559741e+00	-8.579955e+00	-8.601679e+00	-8.640491e+00	-8.693286e+00	-8.742693e+00	-8.777156e+00	-8.793022e+00	-8.784811e+00	-8.732295e+00	-8.655442e+00	-8.576478e+00	-8.522605e+00	-8.509478e+00	-8.510248e+00	-8.511086e+00	-8.512110e+00	-8.513167e+00	-8.514222e+00	-8.515045e+00	-8.515524e+00	-8.515575e+00	-8.515281e+00
-1.971979	-8.551201e+00	-8.572084e+00	-8.610680e+00	-8.626345e+00	-8.610420e+00	-8.574996e+00	-8.529009e+00	-8.510125e+00	-8.510111e+00	-8.509754e+00	-8.509792e+00	-8.510298e+00	-8.520371e+00	-8.561427e+00	-8.563559e+00	-8.647548e+00	-8.675511e+00	-8.685264e+00	-8.659673e+00	-8.612537e+00	-8.560223e+00	-8.522446e+00	-8.508808e+00	-8.508800e+00	-8.508951e+00	-8.523870e+00	-8.556452e+00	-8.620808e+00	-8.665627e+00	-8.689893e+00	-8.734252e+00	-8.742160e+00	-8.691939e+00	-8.643805e+00	-8.583867e+00	-8.546141e+00	-8.528228e+00	-8.532563e+00	-8.544256e+00	-8.575913e+00	-8.629668e+00	-8.661693e+00	-8.720629e+00	-8.753031e+00	-8.789837e+00	-8.796792e+00	-8.757774e+00	-8.702103e+00	-8.634031e+00	-8.586448e+00	-8.559364e+00	-8.558680e+00	-8.579543e+00	-8.600872e+00	-8.640520e+00	-8.693639e+00	-8.740804e+00	-8.777571e+00	-8.794559e+00	-8.785385e+00	-8.732083e+00	-8.656324e+00	-8.576082e+00	-8.520014e+00	-8.509458e+00	-8.510226e+00	-8.511071e+00	-8.512095e+00	-8.513147e+00	-8.514207e+00	-8.515033e+00	-8.515506e+00	-8.515559e+00	-8.515266e+00
-1.964974	-8.551200e+00	-8.571467e+00	-8.609885e+00	-8.626025e+00	-8.610110e+00	-8.575144e+00	-8.528664e+00	-8.510102e+00	-8.510085e+00	-8.509729e+00	-8.509769e+00	-8.510269e+00	-8.520404e+00	-8.560930e+00	-8.563398e+00	-8.647066e+00	-8.675168e+00	-8.684909e+00	-8.659207e+00	-8.613010e+00	-8.559682e+00	-8.522240e+00	-8.508779e+00	-8.508779e+00	-8.508927e+00	-8.524330e+00	-8.556358e+00	-8.620296e+00	-8.664233e+00	-8.689490e+00	-8.733773e+00	-8.742149e+00	-8.691619e+00	-8.643932e+00	-8.582710e+00	-8.545788e+00	-8.528555e+00	-8.533366e+00	-8.543878e+00	-8.575861e+00	-8.630325e+00	-8.661816e+00	-8.720925e+00	-8.753051e+00	-8.789607e+00	-8.796734e+00	-8.757748e+00	-8.702036e+00	-8.632398e+00	-8.586430e+00	-8.559347e+00	-8.558774e+00	-8.578973e+00	-8.601709e+00	-8.641294e+00	-8.693798e+00	-8.740600e+00	-8.777422e+00	-8.794921e+00	-8.784894e+00	-8.731655e+00	-8.656352e+00	-8.575366e+00	-8.518547e+00	-8.509425e+00	-8.510204e+00	-8.511050e+00	-8.512078e+00	-8.513131e+00	-8.514195e+00	-8.515016e+00	-8.515494e+00	-8.515546e+00	-8.515251e+00
-1.957968	-8.551032e+00	-8.570351e+00	-8.609415e+00	-8.624915e+00	-8.610119e+00	-8.574988e+00	-8.528881e+00	-8.510073e+00	-8.510060e+00	-8.509701e+00	-8.509751e+00	-8.510259e+00	-8.520090e+00	-8.561611e+00	-8.563514e+00	-8.647454e+00	-8.675093e+00	-8.685230e+00	-8.659263e+00	-8.613300e+00	-8.560021e+00	-8.522047e+00	-8.508755e+00	-8.508750e+00	-8.508894e+00	-8.524068e+00	-8.556342e+00	-8.620244e+00	-8.662191e+00	-8.688792e+00	-8.734038e+00	-8.742061e+00	-8.691870e+00	-8.643886e+00	-8.582448e+00	-8.546062e+00	-8.528635e+00	-8.533720e+00	-8.544222e+00	-8.576277e+00	-8.630752e+00	-8.661735e+00	-8.720936e+00	-8.753796e+00	-8.790534e+00	-8.796335e+00	-8.758184e+00	-8.702618e+00	-8.632306e+00	-8.586149e+00	-8.559632e+00	-8.559145e+00	-8.578839e+00	-8.602787e+00	-8.641417e+00	-8.693338e+00	-8.740989e+00	-8.777400e+00	-8.794667e+00	-8.784413e+00	-8.730554e+00	-8.655437e+00	-8.575953e+00	-8.518231e+00	-8.509402e+00	-8.510180e+00	-8.511031e+00	-8.512060e+00	-8.513117e+00	-8.514176e+00	-8.515004e+00	-8.515482e+00	-8.515527e+00	-8.515234e+00
-1.950963	-8.551694e+00	-8.569789e+00	-8.609992e+00	-8.625081e+00	-8.610473e+00	-8.575315e+00	-8.528975e+00	-8.510050e+00	-8.510037e+00	-8.509669e+00	-8.509726e+00	-8.510242e+00	-8.520191e+00	-8.562922e+00	-8.564507e+00	-8.651582e+00	-8.675222e+00	-8.684714e+00	-8.659675e+00	-8.613363e+00	-8.560095e+00	-8.521881e+00	-8.508719e+00	-8.508725e+00	-8.508870e+00	-8.523189e+00	-8.556061e+00	-8.621527e+00	-8.661879e+00	-8.689886e+00	-8.734068e+00	-8.742510e+00	-8.691531e+00	-8.644181e+00	-8.582803e+00	-8.546184e+00	-8.528506e+00	-8.532703e+00	-8.544870e+00	-8.576279e+00	-8.630262e+00	-8.662213e+00	-8.721606e+00	-8.753524e+00	-8.790559e+00	-8.795845e+00	-8.758996e+00	-8.703126e+00	-8.633489e+00	-8.585862e+00	-8.559632e+00	-8.559500e+00	-8.578683e+00	-8.602392e+00	-8.640349e+00	-8.693394e+00	-8.741615e+00	-8.777714e+00	-8.793648e+00	-8.784112e+00	-8.731075e+00	-8.654635e+00	-8.576913e+00	-8.517743e+00	-8.509372e+00	-8.510159e+00	-8.511014e+00	-8.512041e+00	-8.513098e+00	-8.514164e+00	-8.514989e+00	-8.515465e+00	-8.515516e+00	-8.515219e+00
-1.943958	-8.551586e+00	-8.569954e+00	-8.610863e+00	-8.625657e+00	-8.610364e+00	-8.575503e+00	-8.528685e+00	-8.510012e+00	-8.510011e+00	-8.509648e+00	-8.509702e+00	-8.510221e+00	-8.520641e+00	-8.562436e+00	-8.564531e+00	-8.654395e+00	-8.674909e+00	-8.684264e+00	-8.660021e+00	-8.614178e+00	-8.559566e+00	-8.522182e+00	-8.508694e+00	-8.508700e+00	-8.508851e+00	-8.523020e+00	-8.556124e+00	-8.621815e+00	-8.662435e+00	-8.689842e+00	-8.734535e+00	-8.742542e+00	-8.691553e+00	-8.644688e+00	-8.583471e+00	-8.545871e+00	-8.528600e+00	-8.532754e+00	-8.544346e+00	-8.575859e+00	-8.630069e+00	-8.662776e+00	-8.722701e+00	-8.752799e+00	-8.790540e+00	-8.796184e+00	-8.758926e+00	-8.703239e+00	-8.633889e+00	-8.586132e+00	-8.559439e+00	-8.559445e+00	-8.578555e+00	-8.602065e+00	-8.640393e+00	-8.693867e+00	-8.741178e+00	-8.777525e+00	-8.793634e+00	-8.784787e+00	-8.731441e+00	-8.654306e+00	-8.576839e+00	-8.517580e+00	-8.509345e+00	-8.510140e+00	-8.510989e+00	-8.512021e+00	-8.513085e+00	-8.514148e+00	-8.514974e+00	-8.515450e+00	-8.515500e+00	-8.515204e+00
